w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000132849.22	1.984719e-01	2.890277e-01	1.321632	1.636791e-02	3.396341e-01	0.858824	7.708728e-02	1.712547e-01	2.180455	7.363644e-01	1.000000e+00	0.234047	1.000000e+00	1.000000e+00	0.423660	7.984085e-01	1.000000e+00	0.234047	10	0	8	0.664282	0.000000	0.626474
ENSG00000132854.19	4.242198e-01	4.888325e-01	0.717639	7.239730e-02	5.005445e-01	0.518116	2.996709e-01	3.846775e-01	1.235755	5.290908e-01	1.000000e+00	0.529276	1.000000e+00	1.000000e+00	0.595642	6.398801e-01	1.000000e+00	0.529276	10	0	7	0.877047	0.000000	0.837515
ENSG00000132855.5	1.532542e-01	2.507086e-01	1.479560	5.292624e-01	7.526452e-01	0.166117	1.645619e-01	2.654551e-01	1.645677	1.000000e+00	1.000000e+00	0.227738	1.000000e+00	1.000000e+00	0.846947	1.000000e+00	1.000000e+00	0.192882	0	0	0	0.000000	0.000000	0.000000
ENSG00000132872.12	5.036145e-02	1.343103e-01	2.189977	5.292624e-01	7.526452e-01	0.179496	5.833441e-02	1.461582e-01	2.369473	1.000000e+00	1.000000e+00	0.111919	1.000000e+00	1.000000e+00	0.835691	1.000000e+00	1.000000e+00	0.093530	0	0	1	0.000000	0.000000	0.000000
ENSG00000132874.15	3.780476e-01	4.515289e-01	0.794991	2.497373e-01	6.509314e-01	0.281758	3.563855e-01	4.363460e-01	1.076749	5.842962e-01	1.000000e+00	0.416769	1.000000e+00	1.000000e+00	0.754456	6.805325e-01	1.000000e+00	0.416769	5	0	4	0.754118	0.000000	0.722440
ENSG00000132879.14	3.079988e-02	1.027569e-01	2.460070	4.675228e-01	7.345923e-01	0.197063	3.712254e-02	1.137270e-01	2.657132	1.000000e+00	1.000000e+00	0.085429	1.000000e+00	1.000000e+00	0.821139	1.000000e+00	1.000000e+00	0.070149	0	0	2	0.000000	0.000000	0.000000
ENSG00000132881.12	6.283174e-01	6.641086e-01	0.387177	8.802116e-01	8.843696e-01	0.048141	7.625754e-01	7.858055e-01	0.435318	4.483855e-01	1.000000e+00	0.674986	1.000000e+00	1.000000e+00	0.952999	5.761493e-01	1.000000e+00	0.674986	2	0	0	0.963019	0.000000	0.940919
ENSG00000132906.18	2.556180e-01	3.399515e-01	1.138469	5.292624e-01	7.526452e-01	0.179853	2.745060e-01	3.618750e-01	1.318322	7.650109e-01	1.000000e+00	0.193533	1.000000e+00	1.000000e+00	0.835393	8.195686e-01	1.000000e+00	0.193533	2	0	2	0.453304	0.000000	0.435048
ENSG00000132911.5	8.635381e-01	8.729266e-01	0.126885	7.877661e-01	8.289839e-01	0.086616	9.332542e-01	9.371095e-01	0.213501	1.672277e-01	1.000000e+00	1.620260	1.000000e+00	1.000000e+00	0.917029	3.077085e-01	1.000000e+00	1.620260	4	0	0	1.914872	0.000000	1.836884
ENSG00000132912.14	1.687335e-02	7.259166e-02	2.887721	9.929121e-02	5.394125e-01	0.441055	1.417573e-02	6.447474e-02	3.328776	1.000000e+00	1.000000e+00	0.015039	1.000000e+00	1.000000e+00	0.643357	1.000000e+00	1.000000e+00	0.015039	1	0	3	0.137476	0.000000	0.129174
ENSG00000132915.12	7.522774e-05	2.740899e-03	6.633885	5.831678e-02	4.761324e-01	0.558436	6.582427e-05	2.129278e-03	7.192321	1.000000e+00	1.000000e+00	0.001315	1.000000e+00	1.000000e+00	0.572103	1.000000e+00	1.000000e+00	0.000752	0	0	6	0.000000	0.000000	0.000000
ENSG00000132932.19	1.687335e-02	7.259166e-02	2.888748	3.208534e-01	6.842968e-01	0.241803	1.911372e-02	7.682967e-02	3.130551	1.000000e+00	1.000000e+00	0.055646	1.000000e+00	1.000000e+00	0.785211	1.000000e+00	1.000000e+00	0.043694	0	0	2	0.000000	0.000000	0.000000
ENSG00000132938.22	5.771378e-03	3.951710e-02	3.594951	7.239730e-02	5.005445e-01	0.514909	4.679401e-03	3.360912e-02	4.109860	1.000000e+00	1.000000e+00	0.013241	1.000000e+00	1.000000e+00	0.597555	1.000000e+00	1.000000e+00	0.013241	4	0	8	0.273011	0.000000	0.263436
ENSG00000132950.19	3.279224e-02	1.063997e-01	2.426643	2.853306e-01	6.687190e-01	0.263045	3.501381e-02	1.103259e-01	2.689688	1.000000e+00	1.000000e+00	0.088333	1.000000e+00	1.000000e+00	0.768708	1.000000e+00	1.000000e+00	0.067902	0	0	1	0.000000	0.000000	0.000000
ENSG00000132952.12	7.096409e-01	7.350423e-01	0.293137	1.102862e-01	5.519176e-01	0.436619	5.441105e-01	5.951810e-01	0.729756	2.728310e-01	1.000000e+00	1.148171	1.000000e+00	1.000000e+00	0.646218	4.251672e-01	1.000000e+00	1.148171	10	0	4	1.251088	0.000000	1.183238
ENSG00000132953.18	2.174552e-04	5.674847e-03	5.880182	2.282104e-02	3.730067e-01	0.771026	1.528063e-04	3.927492e-03	6.651208	1.000000e+00	1.000000e+00	0.002794	1.000000e+00	1.000000e+00	0.462538	1.000000e+00	1.000000e+00	0.001292	0	0	5	0.000000	0.000000	0.000000
ENSG00000132963.9	3.887981e-02	1.163659e-01	2.330934	4.675228e-01	7.345923e-01	0.197674	4.475815e-02	1.260235e-01	2.528608	1.000000e+00	1.000000e+00	0.097205	1.000000e+00	1.000000e+00	0.820638	1.000000e+00	1.000000e+00	0.079770	0	0	1	0.000000	0.000000	0.000000
ENSG00000132964.13	1.024978e-02	5.550605e-02	3.189258	6.539759e-02	4.886869e-01	0.522990	8.235087e-03	4.757895e-02	3.712248	1.000000e+00	1.000000e+00	0.041202	1.000000e+00	1.000000e+00	0.592746	1.000000e+00	1.000000e+00	0.024423	0	0	2	0.000000	0.000000	0.000000
ENSG00000132965.10	2.031854e-02	8.073797e-02	2.776194	5.292624e-01	7.526452e-01	0.163102	2.535763e-02	9.141102e-02	2.939295	1.000000e+00	1.000000e+00	0.062275	1.000000e+00	1.000000e+00	0.849505	1.000000e+00	1.000000e+00	0.052903	0	0	2	0.000000	0.000000	0.000000
ENSG00000132970.14	2.342639e-02	8.801060e-02	2.678410	5.929039e-01	7.695675e-01	0.153112	2.895680e-02	9.877706e-02	2.831522	1.000000e+00	1.000000e+00	0.068672	1.000000e+00	1.000000e+00	0.858034	1.000000e+00	1.000000e+00	0.058923	0	0	2	0.000000	0.000000	0.000000
ENSG00000132972.19	3.279224e-02	1.063997e-01	2.420417	1.498795e-02	3.311948e-01	0.879773	1.461769e-02	6.557342e-02	3.300190	8.827223e-01	1.000000e+00	0.059710	1.000000e+00	1.000000e+00	0.414877	9.048440e-01	1.000000e+00	0.059710	7	0	8	0.435713	0.000000	0.411824
ENSG00000132975.8	2.821158e-02	9.764443e-02	2.523756	5.929039e-01	7.695675e-01	0.155736	3.610696e-02	1.121300e-01	2.679491	1.000000e+00	1.000000e+00	0.080158	1.000000e+00	1.000000e+00	0.855785	1.000000e+00	1.000000e+00	0.068598	0	0	2	0.000000	0.000000	0.000000
ENSG00000133019.12	6.808110e-03	4.387879e-02	3.479956	2.221663e-01	6.360693e-01	0.308286	7.346459e-03	4.429483e-02	3.788242	1.000000e+00	1.000000e+00	0.030809	1.000000e+00	1.000000e+00	0.734706	1.000000e+00	1.000000e+00	0.022635	0	0	3	0.000000	0.000000	0.000000
ENSG00000133020.4	7.052601e-06	4.316547e-04	7.975404	1.022862e-02	2.990378e-01	0.977741	4.701734e-06	2.836879e-04	8.953146	1.000000e+00	1.000000e+00	0.000048	1.000000e+00	1.000000e+00	0.376160	1.000000e+00	1.000000e+00	0.000048	1	0	9	0.054984	0.000000	0.052021
ENSG00000133026.14	0.000000e+00	0.000000e+00	12.083079	3.846018e-03	2.117799e-01	1.253647	0.000000e+00	0.000000e+00	13.336726	1.000000e+00	1.000000e+00	0.000006	1.000000e+00	1.000000e+00	0.285462	1.000000e+00	1.000000e+00	0.000002	0	0	11	0.000000	0.000000	0.000000
ENSG00000133027.18	1.532542e-01	2.507086e-01	1.460224	5.929039e-01	7.695675e-01	0.157311	1.771825e-01	2.762287e-01	1.617534	8.525901e-01	1.000000e+00	0.086685	1.000000e+00	1.000000e+00	0.854438	8.840564e-01	1.000000e+00	0.086685	1	0	2	0.271113	0.000000	0.259750
ENSG00000133028.12	2.231748e-01	3.102132e-01	1.248085	5.292624e-01	7.526452e-01	0.177389	2.363902e-01	3.275924e-01	1.425473	8.165313e-01	1.000000e+00	0.120070	1.000000e+00	1.000000e+00	0.837454	8.576856e-01	1.000000e+00	0.120070	1	0	1	0.298819	0.000000	0.283253
ENSG00000133030.22	6.094622e-03	4.090730e-02	3.549671	2.859124e-02	3.955122e-01	0.706880	3.876579e-03	2.979223e-02	4.256551	1.000000e+00	1.000000e+00	0.013906	1.000000e+00	1.000000e+00	0.493181	1.000000e+00	1.000000e+00	0.013906	4	0	8	0.276094	0.000000	0.262671
ENSG00000133048.13	4.242198e-01	4.888325e-01	0.719412	6.621252e-01	7.887188e-01	0.136678	4.680741e-01	5.317674e-01	0.856089	6.068081e-01	1.000000e+00	0.364524	1.000000e+00	1.000000e+00	0.872251	6.974587e-01	1.000000e+00	0.364524	2	0	1	0.629153	0.000000	0.602517
ENSG00000133055.10	2.173294e-01	3.051795e-01	1.272470	5.292624e-01	7.526452e-01	0.163421	2.363902e-01	3.275924e-01	1.435891	8.369321e-01	1.000000e+00	0.116260	1.000000e+00	1.000000e+00	0.849234	8.729556e-01	1.000000e+00	0.116260	1	0	1	0.292999	0.000000	0.279180
ENSG00000133056.14	3.302968e-04	7.635870e-03	5.630842	2.093800e-02	3.639019e-01	0.781292	2.127535e-04	4.979367e-03	6.412134	1.000000e+00	1.000000e+00	0.001001	1.000000e+00	1.000000e+00	0.457814	1.000000e+00	1.000000e+00	0.001001	2	0	8	0.126516	0.000000	0.120261
ENSG00000133059.18	5.522410e-01	5.983812e-01	0.494558	5.929039e-01	7.695675e-01	0.147790	5.964937e-01	6.407007e-01	0.642347	5.180911e-01	1.000000e+00	0.552292	1.000000e+00	1.000000e+00	0.862613	6.314605e-01	1.000000e+00	0.552292	2	0	0	0.806436	0.000000	0.759327
ENSG00000133063.16	2.807875e-01	3.640631e-01	1.035060	1.372883e-01	5.764956e-01	0.386795	2.363902e-01	3.275924e-01	1.421855	6.756004e-01	1.000000e+00	0.298308	1.000000e+00	1.000000e+00	0.679230	7.507705e-01	1.000000e+00	0.298308	5	0	4	0.643366	0.000000	0.611589
ENSG00000133065.11	6.593124e-02	1.560902e-01	2.028791	6.621252e-01	7.887188e-01	0.134422	7.916192e-02	1.739783e-01	2.163213	1.000000e+00	1.000000e+00	0.131494	1.000000e+00	1.000000e+00	0.874221	1.000000e+00	1.000000e+00	0.114955	0	0	1	0.000000	0.000000	0.000000
ENSG00000133067.18	7.458772e-01	7.672511e-01	0.256695	5.292624e-01	7.526452e-01	0.171871	7.625754e-01	7.858055e-01	0.428566	2.617972e-01	1.000000e+00	1.188433	1.000000e+00	1.000000e+00	0.842088	4.142416e-01	1.000000e+00	1.188433	7	0	3	1.325139	0.000000	1.282453
ENSG00000133069.17	2.708692e-01	3.548810e-01	1.077970	8.384684e-01	8.533640e-01	0.070162	3.263614e-01	4.096975e-01	1.148132	7.970026e-01	1.000000e+00	0.151166	1.000000e+00	1.000000e+00	0.932243	8.430855e-01	1.000000e+00	0.151166	1	0	1	0.345525	0.000000	0.337232
ENSG00000133083.15	1.703203e-03	1.983573e-02	4.428275	8.980194e-02	5.268897e-01	0.462909	1.605642e-03	1.784455e-02	4.891184	1.000000e+00	1.000000e+00	0.011935	1.000000e+00	1.000000e+00	0.629450	1.000000e+00	1.000000e+00	0.007513	0	0	4	0.000000	0.000000	0.000000
ENSG00000133101.10	6.389656e-02	1.532779e-01	2.042413	3.634805e-01	7.017610e-01	0.233220	6.812225e-02	1.597216e-01	2.275633	1.000000e+00	1.000000e+00	0.129715	1.000000e+00	1.000000e+00	0.791979	1.000000e+00	1.000000e+00	0.102732	0	0	1	0.000000	0.000000	0.000000
ENSG00000133103.18	1.268163e-01	2.266338e-01	1.577781	5.929039e-01	7.695675e-01	0.158920	1.438942e-01	2.475091e-01	1.736701	1.000000e+00	1.000000e+00	0.206433	1.000000e+00	1.000000e+00	0.853065	1.000000e+00	1.000000e+00	0.176100	0	0	0	0.000000	0.000000	0.000000
ENSG00000133104.14	7.875404e-04	1.251167e-02	4.959287	4.016339e-02	4.316993e-01	0.627372	6.171026e-04	9.831461e-03	5.586659	1.000000e+00	1.000000e+00	0.001340	1.000000e+00	1.000000e+00	0.533993	1.000000e+00	1.000000e+00	0.001340	1	0	6	0.086728	0.000000	0.082026
ENSG00000133105.8	5.264520e-01	5.761243e-01	0.531829	4.140406e-01	7.185008e-01	0.219670	5.307623e-01	5.837321e-01	0.751499	5.065331e-01	1.000000e+00	0.576844	1.000000e+00	1.000000e+00	0.802784	6.226577e-01	1.000000e+00	0.576844	3	0	1	0.847022	0.000000	0.795437
ENSG00000133106.15	2.114734e-01	2.999266e-01	1.298572	2.221663e-01	6.360693e-01	0.303068	1.771825e-01	2.762287e-01	1.601641	8.369321e-01	1.000000e+00	0.112336	1.000000e+00	1.000000e+00	0.738549	8.729556e-01	1.000000e+00	0.112336	1	0	1	0.286977	0.000000	0.262682
ENSG00000133107.15	5.036145e-02	1.343103e-01	2.185384	3.634805e-01	7.017610e-01	0.238596	5.279929e-02	1.383187e-01	2.423979	1.000000e+00	1.000000e+00	0.112435	1.000000e+00	1.000000e+00	0.787733	1.000000e+00	1.000000e+00	0.088568	0	0	1	0.000000	0.000000	0.000000
ENSG00000133110.15	5.931237e-03	4.015917e-02	3.570731	8.980194e-02	5.268897e-01	0.466429	5.255363e-03	3.615851e-02	4.037160	1.000000e+00	1.000000e+00	0.006674	1.000000e+00	1.000000e+00	0.627238	1.000000e+00	1.000000e+00	0.006674	1	0	4	0.114531	0.000000	0.108430
ENSG00000133111.4	1.593559e-01	2.557721e-01	1.444444	3.634805e-01	7.017610e-01	0.226111	1.594628e-01	2.610912e-01	1.670555	1.000000e+00	1.000000e+00	0.235877	1.000000e+00	1.000000e+00	0.797629	1.000000e+00	1.000000e+00	0.188143	0	0	0	0.000000	0.000000	0.000000
ENSG00000133112.17	1.532542e-01	2.507086e-01	1.474974	7.877661e-01	8.289839e-01	0.089095	1.895821e-01	2.868599e-01	1.564068	1.000000e+00	1.000000e+00	0.228785	1.000000e+00	1.000000e+00	0.914759	1.000000e+00	1.000000e+00	0.209283	0	0	0	0.000000	0.000000	0.000000
ENSG00000133114.18	1.317825e-01	2.310200e-01	1.545463	6.621252e-01	7.887188e-01	0.137184	1.540887e-01	2.560871e-01	1.682647	1.000000e+00	1.000000e+00	0.213213	1.000000e+00	1.000000e+00	0.871810	1.000000e+00	1.000000e+00	0.185881	0	0	0	0.000000	0.000000	0.000000
ENSG00000133115.12	9.027329e-04	1.365333e-02	4.864953	7.239730e-02	5.005445e-01	0.504331	8.310314e-04	1.189235e-02	5.369284	1.000000e+00	1.000000e+00	0.007712	1.000000e+00	1.000000e+00	0.603909	1.000000e+00	1.000000e+00	0.004657	0	0	4	0.000000	0.000000	0.000000
ENSG00000133116.8	1.366912e-02	6.478552e-02	3.026605	7.239730e-02	5.005445e-01	0.507419	1.046488e-02	5.450260e-02	3.534024	1.000000e+00	1.000000e+00	0.018542	1.000000e+00	1.000000e+00	0.602047	1.000000e+00	1.000000e+00	0.018542	2	0	5	0.213342	0.000000	0.201873
ENSG00000133119.13	5.254187e-04	9.977679e-03	5.230087	5.831678e-02	4.761324e-01	0.554434	4.842786e-04	8.682824e-03	5.784521	1.000000e+00	1.000000e+00	0.005353	1.000000e+00	1.000000e+00	0.574397	1.000000e+00	1.000000e+00	0.003075	0	0	4	0.000000	0.000000	0.000000
ENSG00000133121.21	1.175433e-06	9.803922e-05	9.161464	1.907376e-02	3.546885e-01	0.805023	1.175433e-06	9.615385e-05	9.966487	1.000000e+00	1.000000e+00	0.000105	1.000000e+00	1.000000e+00	0.447078	1.000000e+00	1.000000e+00	0.000047	0	0	9	0.000000	0.000000	0.000000
ENSG00000133124.12	3.780476e-01	4.515289e-01	0.799891	1.102862e-01	5.519176e-01	0.420065	3.063509e-01	3.906881e-01	1.219956	5.742604e-01	1.000000e+00	0.421641	1.000000e+00	1.000000e+00	0.657004	6.729862e-01	1.000000e+00	0.421641	5	0	3	0.736560	0.000000	0.691337
ENSG00000133131.15	1.717896e-01	2.666241e-01	1.404637	4.140406e-01	7.185008e-01	0.219127	1.706048e-01	2.706106e-01	1.623764	8.525901e-01	1.000000e+00	0.097891	1.000000e+00	1.000000e+00	0.803220	8.840564e-01	1.000000e+00	0.097891	1	0	1	0.264497	0.000000	0.249385
ENSG00000133134.12	3.173788e-02	1.044526e-01	2.450431	3.208534e-01	6.842968e-01	0.248143	3.501381e-02	1.103259e-01	2.698574	1.000000e+00	1.000000e+00	0.086256	1.000000e+00	1.000000e+00	0.780248	1.000000e+00	1.000000e+00	0.067301	0	0	1	0.000000	0.000000	0.000000
ENSG00000133135.14	3.893941e-01	4.605547e-01	0.762663	6.621252e-01	7.887188e-01	0.120650	4.446700e-01	5.122933e-01	0.883313	7.173741e-01	1.000000e+00	0.254921	1.000000e+00	1.000000e+00	0.886344	7.836051e-01	1.000000e+00	0.254921	1	0	0	0.451245	0.000000	0.427209
ENSG00000133136.6	2.291578e-01	3.152078e-01	1.223903	7.877661e-01	8.289839e-01	0.090043	2.745060e-01	3.618750e-01	1.313946	1.000000e+00	1.000000e+00	0.294080	1.000000e+00	1.000000e+00	0.913892	1.000000e+00	1.000000e+00	0.268757	0	0	0	0.000000	0.000000	0.000000
ENSG00000133138.20	5.130767e-03	3.707006e-02	3.672262	4.751925e-02	4.506912e-01	0.586686	3.876579e-03	2.979223e-02	4.258948	1.000000e+00	1.000000e+00	0.005961	1.000000e+00	1.000000e+00	0.556167	1.000000e+00	1.000000e+00	0.005961	1	0	4	0.110637	0.000000	0.103468
ENSG00000133169.6	8.501205e-02	1.808326e-01	1.856312	4.140406e-01	7.185008e-01	0.200513	9.308140e-02	1.916249e-01	2.056826	1.000000e+00	1.000000e+00	0.156248	1.000000e+00	1.000000e+00	0.818310	1.000000e+00	1.000000e+00	0.127859	0	0	0	0.000000	0.000000	0.000000
ENSG00000133193.13	8.922128e-02	1.861557e-01	1.818157	5.929039e-01	7.695675e-01	0.157317	1.029938e-01	2.040331e-01	1.975474	1.000000e+00	1.000000e+00	0.162325	1.000000e+00	1.000000e+00	0.854433	1.000000e+00	1.000000e+00	0.138695	0	0	1	0.000000	0.000000	0.000000
ENSG00000133195.12	2.857373e-01	3.689346e-01	1.007924	7.288369e-01	8.083671e-01	0.110191	3.410167e-01	4.230388e-01	1.118115	7.791866e-01	1.000000e+00	0.166724	1.000000e+00	1.000000e+00	0.895663	8.298736e-01	1.000000e+00	0.166724	1	0	1	0.368552	0.000000	0.353856
ENSG00000133216.17	4.607699e-04	9.137529e-03	5.331063	2.497373e-01	6.509314e-01	0.281713	6.041728e-04	9.753321e-03	5.612776	1.000000e+00	1.000000e+00	0.004839	1.000000e+00	1.000000e+00	0.754491	1.000000e+00	1.000000e+00	0.003651	0	0	5	0.000000	0.000000	0.000000
ENSG00000133226.19	3.079988e-02	1.027569e-01	2.472671	1.751760e-01	6.069273e-01	0.344002	2.973024e-02	1.002895e-01	2.816673	1.000000e+00	1.000000e+00	0.084359	1.000000e+00	1.000000e+00	0.708927	1.000000e+00	1.000000e+00	0.059805	0	0	1	0.000000	0.000000	0.000000
ENSG00000133243.10	1.068587e-02	5.687207e-02	3.161473	7.288369e-01	8.083671e-01	0.105878	1.556627e-02	6.813995e-02	3.267351	1.000000e+00	1.000000e+00	0.042363	1.000000e+00	1.000000e+00	0.899534	1.000000e+00	1.000000e+00	0.038107	0	0	3	0.000000	0.000000	0.000000
ENSG00000133246.12	6.389656e-02	1.532779e-01	2.053755	2.497373e-01	6.509314e-01	0.298852	6.012460e-02	1.484574e-01	2.352607	8.671114e-01	1.000000e+00	0.069047	1.000000e+00	1.000000e+00	0.741669	8.940958e-01	1.000000e+00	0.069047	3	0	5	0.357736	0.000000	0.345083
ENSG00000133247.14	1.717896e-01	2.666241e-01	1.410687	7.877661e-01	8.289839e-01	0.082085	2.156885e-01	3.096734e-01	1.492772	1.000000e+00	1.000000e+00	0.243976	1.000000e+00	1.000000e+00	0.921194	1.000000e+00	1.000000e+00	0.224749	0	0	0	0.000000	0.000000	0.000000
ENSG00000133250.14	2.087217e-02	8.220833e-02	2.752668	3.634805e-01	7.017610e-01	0.223077	2.404467e-02	8.828658e-02	2.975745	1.000000e+00	1.000000e+00	0.063758	1.000000e+00	1.000000e+00	0.800053	1.000000e+00	1.000000e+00	0.051009	0	0	2	0.000000	0.000000	0.000000
ENSG00000133256.13	6.602316e-01	6.918667e-01	0.357860	6.621252e-01	7.887188e-01	0.121190	7.300241e-01	7.571230e-01	0.479050	3.933823e-01	1.000000e+00	0.798300	1.000000e+00	1.000000e+00	0.885866	5.312324e-01	1.000000e+00	0.798300	3	0	1	1.084891	0.000000	1.038253
ENSG00000133265.11	5.636203e-03	3.911093e-02	3.616715	1.967711e-01	6.213920e-01	0.330714	5.872465e-03	3.883405e-02	3.947429	1.000000e+00	1.000000e+00	0.026871	1.000000e+00	1.000000e+00	0.718411	1.000000e+00	1.000000e+00	0.019304	0	0	3	0.000000	0.000000	0.000000
ENSG00000133275.16	2.231748e-01	3.102132e-01	1.242965	4.140406e-01	7.185008e-01	0.218489	2.223544e-01	3.151487e-01	1.461454	1.000000e+00	1.000000e+00	0.288528	1.000000e+00	1.000000e+00	0.803732	1.000000e+00	1.000000e+00	0.231899	0	0	0	0.000000	0.000000	0.000000
ENSG00000133302.13	8.224672e-01	8.363282e-01	0.175373	4.140406e-01	7.185008e-01	0.217645	7.949586e-01	8.133626e-01	0.393017	1.976585e-01	1.000000e+00	1.475985	1.000000e+00	1.000000e+00	0.804411	3.448193e-01	1.000000e+00	1.475985	6	0	1	1.599180	0.000000	1.507764
ENSG00000133313.15	2.173294e-01	3.051795e-01	1.263563	2.497373e-01	6.509314e-01	0.280492	1.957155e-01	2.922679e-01	1.544054	7.650109e-01	1.000000e+00	0.185015	1.000000e+00	1.000000e+00	0.755412	8.195686e-01	1.000000e+00	0.185015	3	0	4	0.505568	0.000000	0.482060
ENSG00000133315.12	2.395557e-01	3.247582e-01	1.198659	8.802116e-01	8.843696e-01	0.040536	2.996709e-01	3.846775e-01	1.239195	1.000000e+00	1.000000e+00	0.301598	1.000000e+00	1.000000e+00	0.960275	1.000000e+00	1.000000e+00	0.289617	0	0	0	0.000000	0.000000	0.000000
ENSG00000133316.16	1.532542e-01	2.507086e-01	1.466471	5.292624e-01	7.526452e-01	0.164114	1.706048e-01	2.706106e-01	1.630585	8.525901e-01	1.000000e+00	0.090457	1.000000e+00	1.000000e+00	0.848645	8.840564e-01	1.000000e+00	0.090457	1	0	1	0.252694	0.000000	0.242305
ENSG00000133317.16	3.893941e-01	4.605547e-01	0.777590	7.877661e-01	8.289839e-01	0.093643	4.562445e-01	5.216719e-01	0.871233	7.173741e-01	1.000000e+00	0.249233	1.000000e+00	1.000000e+00	0.910608	7.836051e-01	1.000000e+00	0.249233	1	0	0	0.443015	0.000000	0.424931
ENSG00000133318.14	7.883279e-02	1.730315e-01	1.905238	1.234099e-01	5.638614e-01	0.409133	6.413282e-02	1.541707e-01	2.314371	8.525901e-01	1.000000e+00	0.092639	1.000000e+00	1.000000e+00	0.664226	8.840564e-01	1.000000e+00	0.092639	4	0	5	0.413370	0.000000	0.395962
ENSG00000133321.12	3.893941e-01	4.605547e-01	0.774796	8.384684e-01	8.533640e-01	0.079068	4.680741e-01	5.317674e-01	0.853864	7.173741e-01	1.000000e+00	0.250285	1.000000e+00	1.000000e+00	0.923977	7.836051e-01	1.000000e+00	0.250285	1	0	0	0.444536	0.000000	0.429123
ENSG00000133328.4	4.478966e-01	5.086405e-01	0.662161	8.802116e-01	8.843696e-01	0.052492	5.568557e-01	6.058508e-01	0.714653	6.756004e-01	1.000000e+00	0.298124	1.000000e+00	1.000000e+00	0.948862	7.507705e-01	1.000000e+00	0.298124	1	0	0	0.514482	0.000000	0.500763
ENSG00000133392.19	0.000000e+00	0.000000e+00	16.068930	3.355862e-03	2.024823e-01	1.282899	0.000000e+00	0.000000e+00	17.351829	1.000000e+00	1.000000e+00	0.000000	1.000000e+00	1.000000e+00	0.277232	1.000000e+00	1.000000e+00	0.000000	0	0	16	0.000000	0.000000	0.000000
ENSG00000133393.13	3.887981e-02	1.163659e-01	2.323087	1.372883e-01	5.764956e-01	0.384705	3.404996e-02	1.087183e-01	2.707791	1.000000e+00	1.000000e+00	0.097971	1.000000e+00	1.000000e+00	0.680652	1.000000e+00	1.000000e+00	0.066684	0	0	1	0.000000	0.000000	0.000000
ENSG00000133398.4	1.474793e-01	2.456063e-01	1.486811	4.140406e-01	7.185008e-01	0.217257	1.489462e-01	2.516703e-01	1.704068	1.000000e+00	1.000000e+00	0.226092	1.000000e+00	1.000000e+00	0.804723	1.000000e+00	1.000000e+00	0.181942	0	0	0	0.000000	0.000000	0.000000
ENSG00000133401.16	4.101087e-03	3.251631e-02	3.823721	2.413165e-03	1.800877e-01	1.380427	1.037908e-03	1.363707e-02	5.204148	1.000000e+00	1.000000e+00	0.015075	1.000000e+00	1.000000e+00	0.251471	1.000000e+00	1.000000e+00	0.015075	15	0	18	0.456693	0.000000	0.437504
ENSG00000133422.14	3.643844e-05	1.573604e-03	7.039052	3.098913e-02	4.037366e-01	0.684156	2.703497e-05	1.092637e-03	7.723208	1.000000e+00	1.000000e+00	0.000877	1.000000e+00	1.000000e+00	0.504516	1.000000e+00	1.000000e+00	0.000442	0	0	6	0.000000	0.000000	0.000000
ENSG00000133424.22	1.907964e-02	7.786999e-02	2.818883	5.292624e-01	7.526452e-01	0.168289	2.338407e-02	8.672188e-02	2.987173	1.000000e+00	1.000000e+00	0.059673	1.000000e+00	1.000000e+00	0.845109	1.000000e+00	1.000000e+00	0.050430	0	0	2	0.000000	0.000000	0.000000
ENSG00000133454.16	1.232089e-02	6.128033e-02	3.082801	1.857185e-04	6.076923e-02	2.317132	8.110491e-04	1.169492e-02	5.399933	8.941522e-01	1.000000e+00	0.036682	1.000000e+00	1.000000e+00	0.098556	9.121845e-01	1.000000e+00	0.036682	26	0	22	0.576313	0.000000	0.546548
ENSG00000133460.20	1.268163e-01	2.266338e-01	1.566393	2.853306e-01	6.687190e-01	0.260920	1.236145e-01	2.272118e-01	1.827313	8.165313e-01	1.000000e+00	0.126547	1.000000e+00	1.000000e+00	0.770343	8.576856e-01	1.000000e+00	0.126547	3	0	4	0.429166	0.000000	0.413286
ENSG00000133466.14	8.501205e-02	1.808326e-01	1.852610	5.929039e-01	7.695675e-01	0.141287	1.004443e-01	2.011369e-01	1.993897	8.827223e-01	1.000000e+00	0.053043	1.000000e+00	1.000000e+00	0.868240	9.048440e-01	1.000000e+00	0.053043	1	0	2	0.211616	0.000000	0.205335
